CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL1089701	Cc1[nH]c2ccccc2c1CCN3CCc4cc(\C=C\C(=O)NO)ccc4C3	4.83	CHEMBL1111711
CHEMBL1089865	CN1C(=O)C(=Cc2cnn(c12)c3c(F)cccc3F)c4cc(ccc4C)C(=O)NC5CC5	4.44	CHEMBL1104518
CHEMBL1090159	OC(C(N1CCNCC1)c2ccccc2)(c3cccnc3)c4cccnc4	5.64	CHEMBL1108890
CHEMBL1090160	OC(C(N1CCCCC1)c2ccccc2)(c3cccnc3)c4cccnc4	4.85	CHEMBL1108890
CHEMBL1090175	COc1ccc2C(=C(CCN(C)C)Cc2c1)[C@@H](C)c3cnccn3	5.47	CHEMBL1115186
CHEMBL1090176	COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3cc(C)ccc23	5.42	CHEMBL1115186
CHEMBL1090186	COc1ccc2C(=C(CCN(C)C)Cc2c1)[C@@H](C)c3nccnc3OC	5.3	CHEMBL1115186
CHEMBL1090188	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(cc4)C#N)c2)cc1	4.28	CHEMBL1110812
CHEMBL1090189	COc1ccc(cc1)c2oc(C)c(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)n2	5.07	CHEMBL1110812
CHEMBL1090211	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3oc(nc3C)c4ccc(Cl)cc4)c2)cc1	4.7	CHEMBL1110812
CHEMBL1090526	COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3cc(F)ccc23	5.75	CHEMBL1115186
CHEMBL1090528	C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3nccs3	6.21	CHEMBL1115186
CHEMBL1090818	OC(C(N1CCC1)c2ccccc2)(c3cccnc3)c4cccnc4	4.82	CHEMBL1108890
CHEMBL1090877	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(C)cc4)c2)cc1	4.59	CHEMBL1110812
CHEMBL1091069	COc1cccnc1[C@H](C)c2c(CCN(C)C)sc3ccccc23	5.52	CHEMBL1106982
CHEMBL1091163	OC(C(N1CCCOCC1)c2ccccc2)(c3cccnc3)c4cccnc4	5.45	CHEMBL1108890
CHEMBL1091218	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(cc4)C(F)(F)F)c2)cc1	4.59	CHEMBL1110812
CHEMBL1091605	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cccc(c4)C(F)(F)F)C3=O	4.52	CHEMBL1104433
CHEMBL1091664	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(sc3C)c4ccc(Cl)cc4)c2)cc1	5	CHEMBL1110812
CHEMBL1091720	CCC(C)(C)Cc1c[nH]c(CCc2ccc(cc2)c3ccccn3)n1	5.92	CHEMBL1680285
CHEMBL1091775	C[C@@H](c1ccccn1)c2c(CCN3CCC3)sc4ccccc24	5.38	CHEMBL1106981
CHEMBL1091777	C[C@H](c1cccnc1)c2c(CCN(C)C)sc3ccccc23	6.31	CHEMBL1106982
CHEMBL1091782	C[C@@H](c1cscn1)c2c(CCN(C)C)sc3ccccc23	5.77	CHEMBL1106982
CHEMBL1091834	Fc1ccc(CNC(=O)N(C2CCN(Cc3ccncc3)CC2)c4ccc(Cl)cc4)cc1	5.42	CHEMBL1107892
CHEMBL1091836	Nc1cc(CN2CCC(CC2)N(C(=O)NCc3ccc(F)cc3)c4ccc(Cl)cc4)ccn1	6.42	CHEMBL1107892
CHEMBL1091879	CC(C)C(N1CCOCC1)C(O)(c2cccnc2)c3cccnc3	4.13	CHEMBL1108890
CHEMBL1091880	OC(C(Cc1ccccc1)N2CCOCC2)(c3cccnc3)c4cccnc4	4.82	CHEMBL1108890
CHEMBL1091919	CSc1nn2c3CCCCc3c(C)nc2c1S(=O)(=O)c4ccccc4	5.08	CHEMBL1117033
CHEMBL1092105	CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cc3	5.18	CHEMBL1107892
CHEMBL1092106	CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cn3	5.04	CHEMBL1107892
CHEMBL1092108	Brc1ccc(cc1)N(C2CCN(Cc3ccncc3)CC2)C(=O)NCc4ccccc4	5.64	CHEMBL1107892
CHEMBL1092109	Brc1ccc(cc1)N(C2CCN(Cc3ccnnc3)CC2)C(=O)NCc4ccccc4	4.86	CHEMBL1107892
CHEMBL1092126	C[C@@H](c1ncccc1C)c2c(CCN(C)C)sc3ccccc23	6.04	CHEMBL1106982
CHEMBL1092169	CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4	5.18	CHEMBL1114477
CHEMBL1092258	COc1ccc2C(=C(CCN(C)C)Cc2c1)Cc3cnccn3	5.68	CHEMBL1115186
CHEMBL1092259	CN(C)CCC1=C(Cc2cnccn2)c3ccc(Cl)cc3C1	6.96	CHEMBL1115186
CHEMBL1092377	C[C@@H](c1ncccc1F)c2c(CCN(C)C)sc3ccccc23	6.48	CHEMBL1106982
CHEMBL1092495	C[C@@H](c1ccc(F)cn1)c2c(CCN(C)C)sc3ccccc23	6.62	CHEMBL1106982
CHEMBL1092574	COCCN(C)C(c1ccccc1)C(O)(c2cccnc2)c3cccnc3	5.46	CHEMBL1108890
CHEMBL1092597	COc1nccnc1[C@H](C)C2=C(CCN(C)C)Cc3ccccc23	5.12	CHEMBL1115186
CHEMBL1092598	C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3nccs3	5.43	CHEMBL1115186
CHEMBL1092599	C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3nc(C)cs3	5.72	CHEMBL1115186
CHEMBL1092600	CN(C)CCC1=C(Cc2cnccn2)c3ccc(C)cc3C1	6.28	CHEMBL1115186
CHEMBL1092649	CN(C)CCC1=C(Cc2cnccn2)c3ccc(F)cc3C1	6.23	CHEMBL1115186
CHEMBL1092650	COc1nccnc1CC2=C(CCN(C)C)Cc3cc(Cl)ccc23	6.64	CHEMBL1115186
CHEMBL1092652	CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1	6.66	CHEMBL1115186
CHEMBL1092662	CN(C)CCC1=C(Cc2cccnn2)c3ccc(F)cc3C1	6.05	CHEMBL1115186
CHEMBL1092663	C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3cnccn3	6.44	CHEMBL1115186
CHEMBL1092678	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccc(C)cc2)C1)N3CC[C@H](NC(=O)c4cccc(c4)C(F)(F)F)C3=O	5.52	CHEMBL1104433
CHEMBL1092748	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3=O	5.4	CHEMBL1104433
CHEMBL1092765	C[C@H](c1cccnc1F)c2c(CCN(C)C)sc3ccccc23	5.64	CHEMBL1106982
CHEMBL1092766	C[C@H](c1cccnc1Cl)c2c(CCN(C)C)sc3ccccc23	5.82	CHEMBL1106982
CHEMBL1092901	CC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(F)cc3)c2c4ccncc4	6.1	CHEMBL1107055
CHEMBL1092921	Fc1ccc(F)c(c1)C(=O)N2CCC(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2	5	CHEMBL1108768
CHEMBL1092931	Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4cccc(Cl)c4)c2)cc1	5.14	CHEMBL1110812
CHEMBL1092941	CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cc(F)cc(c4)C(F)(F)F)C3=O	4.66	CHEMBL1104433
CHEMBL1093051	ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c[nH]c4ccccc34)c(F)c1	4.82	CHEMBL1111711
CHEMBL1093052	ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5)c(F)c1	4.71	CHEMBL1111711
CHEMBL1093053	CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3	4.52	CHEMBL1111711
CHEMBL1093058	C[C@H](c1c(CCN(C)C)sc2ccccc12)n3cccn3	5.7	CHEMBL1106982
CHEMBL1093113	OCCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cc3	4.9	CHEMBL1107892
CHEMBL1093294	COc1ncccc1[C@@H](C)c2c(CCN(C)C)sc3ccccc23	5.75	CHEMBL1106982
CHEMBL1093351	CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4Cl)C3	5	CHEMBL1111711
CHEMBL1093362	Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4C3	5.57	CHEMBL1111711
CHEMBL1093623	COc1ccc2C(=C(CCN(C)C)Cc2c1)[C@@H](C)c3nccs3	4.66	CHEMBL1115186
CHEMBL1093696	Fc1ccc(CNC(=O)N(C2CCN(Cc3ccnnc3)CC2)c4ccc(Cl)cc4)cc1	4.92	CHEMBL1107892
CHEMBL1094028	Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)NCc4ccccc4	6.75	CHEMBL1107892
CHEMBL1094029	Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)Nc4ccccc4	6.73	CHEMBL1107892
CHEMBL1094030	Fc1ccc(CNC(=O)N(C2CCN(CC2)C3CCCC3)c4ccc(Br)cc4)cc1	6.7	CHEMBL1107892
CHEMBL1094040	ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c[nH]c4ccccc34)cc1	4.53	CHEMBL1111711
CHEMBL1094041	ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5)cc1	4.55	CHEMBL1111711
CHEMBL1094042	CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3	4.87	CHEMBL1111711
CHEMBL1094365	CCOCCn1nc(CC)c2nc(nc(Nc3cc(C)ccn3)c12)N4CCC(CC4)C(=O)O	5.96	CHEMBL1106530
CHEMBL1094521	C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	6.47	CHEMBL1120225
CHEMBL1094847	CC(C)(O)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4	6.42	CHEMBL1105740
CHEMBL1095121	CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCN[C@H](C)C4	5.85	CHEMBL1106514
CHEMBL1095150	Cc1n[nH]cc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	5.96	CHEMBL1105740
CHEMBL1095151	Cc1n[nH]c(C)c1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	5.8	CHEMBL1105740
CHEMBL1095158	Cc1c[nH]nc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	5.28	CHEMBL1105740
CHEMBL1095159	CC1(C)CC(NC(=O)C(F)(F)CO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl	7.1	CHEMBL1105740
CHEMBL1095202	CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C3)C4CCOCC4	5.68	CHEMBL1110021
CHEMBL1095476	Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C	5.06	CHEMBL1105740
CHEMBL1095499	CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl	6.52	CHEMBL1105740
CHEMBL1095553	CC1(C)C[C@@H](NC(=O)c2n[nH]c3ccccc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl	5.34	CHEMBL1105740
CHEMBL1095554	CC1(C)C[C@@H](NC(=O)c2ccc3[nH]ncc3c2)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl	6.2	CHEMBL1105740
CHEMBL1095789	CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	5.92	CHEMBL1105740
CHEMBL1095819	CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4	6.14	CHEMBL1110021
CHEMBL1095845	Fc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1	5.52	CHEMBL1105770
CHEMBL1095846	Fc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)cc1	5.11	CHEMBL1105770
CHEMBL1095847	Clc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)cc1	5.7	CHEMBL1105771
CHEMBL1095877	Clc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1	5.14	CHEMBL1105771
CHEMBL1095990	CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	6.27	CHEMBL1105740
CHEMBL1096182	Cc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	6	CHEMBL1105740
CHEMBL1096827	CC(=O)N1C[C@H](C[C@@H]1C(=O)N2CCCN(CC2)C3CCC3)Oc4cccc(F)c4	5.22	CHEMBL1105770
CHEMBL1097	CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1	4	CHEMBL827807
CHEMBL1097455	CC(O)(C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4)C(F)(F)F	6.22	CHEMBL1105740
CHEMBL1097456	CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl	5.61	CHEMBL1105740
CHEMBL1097701	FC(F)(F)c1ccc(NC(=O)CN2CCCN(Cc3nc4ccccc4[nH]3)CC2)cc1	5.3	CHEMBL1121059
CHEMBL1097718	Cc1cccc(Nc2nc(nc3c(C)nn(CCOCC(F)(F)F)c23)N4CCNCC4)n1	6.25	CHEMBL1106514
CHEMBL1097783	CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc4cc(C)ccn4)c12	5.55	CHEMBL1106530
CHEMBL1097841	CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl	6.42	CHEMBL1105740
CHEMBL1097882	Fc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCCC4)cc1	5.34	CHEMBL1105771
CHEMBL1097883	O=C([C@H]1C[C@@H](CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCCC4	5.54	CHEMBL1105771
CHEMBL1098752	C[C@@H]1CN(CCN1)c2nc(Nc3ccncn3)c4c(n2)c(C)nn4CCOCC(F)(F)F	6.05	CHEMBL1106514
CHEMBL1098847	CC(=O)N[C@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	5.58	CHEMBL1105740
CHEMBL1098851	FC(F)(F)c1ccccc1NCC(=O)N2CCCN(Cc3nc4ccccc4[nH]3)CC2	5.88	CHEMBL1121059
CHEMBL1098876	Cc1nc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5	5.7	CHEMBL1105740
CHEMBL1099069	CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCNCC4	5.29	CHEMBL1106514
CHEMBL11	CN(C)CCCN1c2ccccc2CCc3ccccc13	5.47	CHEMBL662305
CHEMBL1106	NC1=NCC2N1c3ccccc3Cc4ccccc24	4	CHEMBL766814
CHEMBL1107	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F	6.7	CHEMBL766814
CHEMBL1108	Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34	6.03	CHEMBL1909190
CHEMBL111	Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4	5.32	CHEMBL1227232
CHEMBL1110	Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C	5.49	CHEMBL766814
CHEMBL1112	Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl	5.41	CHEMBL3806884
CHEMBL111201	O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(cc4)C(F)(F)F)cc1)c5cccnc5	6.66	CHEMBL3767769
CHEMBL1123	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	4.69	CHEMBL1909190
CHEMBL1125	Cc1cc2C(=Nc3ccccc3Nc2s1)N4CCNCC4	4.85	CHEMBL1036648
CHEMBL113	CN1C(=O)N(C)c2ncn(C)c2C1=O	5.31	CHEMBL1676103
CHEMBL113461	C(C1CC1)N2CC3CN(CC4CC4)CC(C2)C35CCCC5	5.6	CHEMBL3430654
CHEMBL1136	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC	4.4	CHEMBL1042376
CHEMBL1169572	Cc1cc(Cl)ccc1c2nc3OC(C)(C)CC(N=C(O)C(O)C(F)(F)F)c3cc2c4ccc(Cl)cc4	6.39	CHEMBL1105740
CHEMBL1169701	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3Cl)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	5	CHEMBL1177037
CHEMBL1170071	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	4.7	CHEMBL1177037
CHEMBL1170608	Cl.Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5	6.13	CHEMBL1175155
CHEMBL1170790	Fc1cccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)c1	5.46	CHEMBL1175790
CHEMBL1170953	Fc1ccc(Oc2ccc(nc2)C(=O)N3CCCN(CC3)C4CCC4)cc1	5.08	CHEMBL1175788
CHEMBL1171002	Clc1cccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)c1	5.8	CHEMBL1175790
CHEMBL1171498	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C#N)S(=O)(=O)C)C(F)(F)F	5.92	CHEMBL1177037
CHEMBL1171499	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	5	CHEMBL1177037
CHEMBL1171649	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	4.7	CHEMBL1177037
CHEMBL1171756	O=C(N1CCCN(CC1)C2CCC2)c3ccc(Oc4cccc(c4)C#N)nc3	5.27	CHEMBL1175790
CHEMBL1171786	OC(=O)c1ccccc1Oc2ccc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3	5.1	CHEMBL1174519
CHEMBL1171886	Clc1ccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)cc1	5.85	CHEMBL1175790
CHEMBL1172199	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F	5.16	CHEMBL1177037
CHEMBL1172998	CS(=O)(=O)c1ccc(OCC(F)(F)F)c(c1)C(=O)N2CCN(CC2)c3ccc(cc3F)C#N	5.7	CHEMBL1177037
CHEMBL1172999	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C)C(F)(F)F	5.52	CHEMBL1177037
CHEMBL1173634	CC(C)COc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C	6.16	CHEMBL1177037
CHEMBL1173635	CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C	5.48	CHEMBL1177037
CHEMBL1175	CNCC[C@H](Oc1cccc2ccccc12)c3cccs3	5	CHEMBL3430699
CHEMBL1189679	O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5	5.4	CHEMBL3430712
CHEMBL1200396	Cl.CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C	4.5	CHEMBL1820248
CHEMBL1200749	Cl.CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C	4.89	CHEMBL1820248
CHEMBL1201187	CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5	4.1	CHEMBL3430736
CHEMBL1201193	CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C	4.68	CHEMBL1676103
CHEMBL1204009	Cl.CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(c1)C#N	8.77	CHEMBL1052905
CHEMBL1204409	Cl.Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cc(F)cc(c5)C(F)(F)F)n2C	5.7	CHEMBL1107671
CHEMBL1209217	O=C(C1CCOC1)N2C[C@@H]3[C@H](CNc4nc(cs4)c5ccccn5)[C@@H]3C2	5.7	CHEMBL1212048
CHEMBL1210552	Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C	6.1	CHEMBL1211615
CHEMBL1210614	Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5)S(F)(F)(F)(F)F)n2C	5.7	CHEMBL1211615
CHEMBL1212957	Cc1c(cc(c2cccnc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl	5.17	CHEMBL1217370
CHEMBL1214176	CCCn1c(C)c(cc1c2ccccc2)C(=O)N(C)CCCN3CCN(CC3)c4cccc(C)c4C	6.16	CHEMBL1217370
CHEMBL1214177	CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C	6.3	CHEMBL1217370
CHEMBL1214402	NC(=O)c1cnc(c2cnc3c(Nc4ccc(cn4)C(F)(F)F)ccnc3n2)c(c1)C(F)(F)F	5.23	CHEMBL1217643
CHEMBL1214595	Cc1cccc(N2CCN(CCNC(=O)c3cc(n(C)c3C)C(C)(C)C)CC2)c1C	4.93	CHEMBL1217370
CHEMBL1214597	Cl.Cc1c(cc(n1C)C(C)(C)C)C(=O)NCCN2CCN(CC2)c3cccc(Cl)c3Cl	5.16	CHEMBL1217370
CHEMBL1214731	Cn1cc(Br)c(n1)C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2	4.72	CHEMBL1219105
CHEMBL1214946	Cn1cc(Cl)c(n1)C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2	4.52	CHEMBL1219105
CHEMBL1215691	Fc1ccc(cc1)[C@H]2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4	7.54	CHEMBL1219663
CHEMBL1215755	CN(C)CCN(C)C(=O)c1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4ccc(cc4)C#N	6.77	CHEMBL1219663
CHEMBL12186	Fc1ccc(cc1)n2cc(C3=CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25	8	CHEMBL766816
CHEMBL1221915	CC(C)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4	4.92	CHEMBL1227350
CHEMBL1222240	CC[C@@H](CC(=O)NCC1CCCCC1)n2c(N)nc3cc(Cl)ccc23	5.13	CHEMBL1227789
CHEMBL1223259	CC(C)(C)c1nnc(s1)c2nn(c3ccccc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5	4.98	CHEMBL1227232
CHEMBL1223598	CC(C)c1ccc(cc1)S(=O)(=O)Cc2ccc(cc2)[C@]34CNC[C@H]3C4	5.9	CHEMBL1225700
CHEMBL1223600	CC(C)c1ccc(CS(=O)(=O)c2ccc(cc2)[C@]34CNC[C@H]3C4)cc1	5.5	CHEMBL1225700
CHEMBL1223601	CCCCc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4	5.7	CHEMBL1225700
CHEMBL1223602	CCC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4	5.9	CHEMBL1225700
CHEMBL1223657	CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C34CNCC3C4	5.3	CHEMBL1225700
CHEMBL1223753	Cc1cc2N(C3CCN(CC3)C4CCOCC4)C(=O)Nc2cc1F	4.9	CHEMBL2149604
CHEMBL1223815	Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1	6.59	CHEMBL1225864
CHEMBL1223816	NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3CC4CCCCC4)c1	5.7	CHEMBL1225864
CHEMBL1223873	NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	6.22	CHEMBL1225864
CHEMBL1223951	NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	5.52	CHEMBL1225864
CHEMBL1223952	NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	5.82	CHEMBL1225864
CHEMBL1223953	NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	6.6	CHEMBL1225864
CHEMBL1223954	NC(=O)c1cccc(S[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	5.96	CHEMBL1225864
CHEMBL1223955	NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4	4.7	CHEMBL1225864
CHEMBL1224024	CCCC1(CCCN1)C(=O)c2ccc(Cl)c(Cl)c2	5.51	CHEMBL1225490
