BindingDB MonomerID	Ligand SMILES	IC50_Orexin2_nM
50074105	COc1cccc(OC)c1C1CC(F)(F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	133
50108621	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(cc1C)-n1nccn1	2
50108622	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2OC)c(cc1C)-n1nccn1	0.7
50447762	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2n1	58
50447763	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-c1ccccc1	12
50447764	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(cc1)-c1ccccc1	72
50447765	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(Oc2ccccc2)c1	42
50447766	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(Oc2ccccc2)cc1	27
50447767	CCCOc1ccc(CN2C(CCCC2=O)c2c(OC)cccc2OC)cc1	35
50447768	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(OC(F)(F)F)c1	94
50447769	COc1cccc(OC)c1C1CCCC(=O)N1C(C)c1ccc(OC(F)(F)F)cc1	6
50447774	COc1cc(OC)c(C2CCCC(=O)N2Cc2ccc(OC(F)(F)F)cc2)c(OC)c1	106
50447775	CCOc1cccc(OCC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	395
50447776	CCOc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	37
50447777	COc1cccc(F)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	156
50447778	COc1cccc(Cl)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	154
50447779	COc1cccc(C)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	268
50447780	COc1ccccc1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	635
50447781	COc1cccc(OC)c1C1CCCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	66
50447782	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	22
50447783	COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	158
50447785	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2sc(C)nc2c1	121
50447786	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc2oc3ccccc3c2c1	5
50447790	COc1cccc(OC)c1C1CC(C)(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	252
50447793	COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	133
50447794	COc1cccc(OC)c1C1CC(C)(C)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1	1080
50447795	COc1cccc(OC)c1C1CCC(C)(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	1291
50447796	COc1cccc(OC)c1C1CC(C)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1	297
50447797	COc1cccc(OC)c1C1CCC(C)C(=O)N1Cc1ccc(OC(F)(F)F)cc1	894
50447798	COc1cccc(OC)c1C1CN(C)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1	410
50447799	COc1cccc(OC)c1C1CNCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	589
50447800	COc1cccc(OC)c1C1COCC(=O)N1Cc1ccc(OC(F)(F)F)cc1	86
50447801	COc1ccc2nc(C)oc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	62
50447802	COc1ccc2nc(C)oc2c1C1CCCC(=O)N1Cc1cccc(c1)-c1ccccc1	91
50447803	COc1ccnc(OC)c1C1CCCC(=O)N1Cc1csc(n1)-c1ccccc1	6
50447804	COc1ccnc(OC)c1C1CCCC(=O)N1Cc1ccc2oc3ccccc3c2c1	3
50447805	COc1cccc(OC)c1C1CCCC(=O)N1Cc1csc(n1)-c1ccccc1	5
50447806	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccnc(c1)-n1cccn1	80
50447807	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccnc(c1)-c1nccs1	9
50447808	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-c1ncccn1	28
50447809	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-n1nccn1	19
50447810	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-c1csc(C)n1	2
50447811	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(c1)-c1ccccn1	8
50447812	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccnc(c1)-c1ccccc1	34
50447813	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(n1)-c1ccccc1	43
50447814	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2oc3ccccc3c2c1	4
50447815	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2sc(C)nc2c1	13
50447816	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ncccc2c1	1002
50447817	COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc2ccccc2c1	209
50447818	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2c1	47
50447819	COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccccc1-c1ccccc1	507
